movieId,Ratings,class
4197,3,yes
4198,3,yes
4200,3.2,yes
4202,3,yes
4203,3.2,yes
4204,1,no
4205,3.2,yes
4207,2,no
4210,3.9,yes
4211,3.8,yes
4212,3,yes
4214,2.9,no
4215,2.1,no
4217,4.2,yes
4218,3.5,yes
4219,3.3,yes
4220,3.4,yes
4221,2.6,no
4223,3.5,yes
4224,2.8,no
4225,4,yes
4226,4.1,yes
4228,2.2,no
4229,2.1,no
4231,3.5,yes
4232,2.9,no
4233,2,no
4234,3.2,yes
4235,3.9,yes
4236,3.5,yes
4237,4,yes
4238,3.1,yes
4239,3.8,yes
4240,2,no
4241,2.1,no
4242,2,no
4243,4,yes
4246,3.6,yes
4247,2.4,no
4248,1.8,no
4251,2,no
4252,3.2,yes
4254,2.2,no
4255,2.2,no
4256,3.7,yes
4259,3.5,yes
4260,2,no
4262,3.9,yes
4263,4,yes
4265,3,yes
4267,3.4,yes
4268,2.5,no
4270,3.1,yes
4273,4.5,yes
4275,2.9,no
4276,2.5,no
4278,4.2,yes
4280,3.6,yes
4282,3.5,yes
4284,3,yes
4285,2.8,no
4289,2.8,no
4290,2,no
4291,2.7,no
4292,3.5,yes
4293,2.5,no
4294,4,yes
4296,3,yes
4297,3.8,yes
4298,4.8,yes
4299,3.3,yes
4300,4,yes
4304,3.6,yes
4305,1.6,no
4306,3.9,yes
4307,4.5,yes
4308,3.6,yes
4310,3,yes
4312,3.5,yes
4313,3.5,yes
4316,2,no
4317,2.5,no
4321,3.4,yes
4322,3.8,yes
4323,4,yes
4325,4,yes
4326,3.6,yes
4327,3.6,yes
4329,3.7,yes
4333,3.2,yes
4334,4.6,yes
4337,3.5,yes
4338,4.5,yes
4339,3.8,yes
4340,2.1,no
4342,4.5,yes
4343,3,yes
4344,3.1,yes
4345,4,yes
4347,3.8,yes
4349,3.8,yes
4350,4.2,yes
4351,3.2,yes
4353,3,yes
4354,2.5,no
4355,2,no
4356,3.8,yes
4357,4.5,yes
4359,3.4,yes
4361,3.4,yes
4366,3.3,yes
4367,2.9,no
4368,2.4,no
4369,3.1,yes
4370,3.3,yes
4371,0.5,no
4372,3.4,yes
4373,3.2,yes
4374,4.5,yes
4378,3.7,yes
4380,3.9,yes
4381,3.4,yes
4383,3.5,yes
4384,3,yes
4386,2.8,no
4387,3.8,yes
4388,2.7,no
4389,3.6,yes
4390,3.5,yes
4392,3,yes
4393,4.5,yes
4394,1.5,no
4395,4,yes
4396,2.8,no
4397,2.5,no
4399,3.8,yes
4402,5,yes
4403,3,yes
4404,4,yes
4406,4.4,yes
4407,4.5,yes
4408,3.5,yes
4409,3.3,yes
4410,4,yes
4412,0.8,no
4419,4.2,yes
4420,3,yes
4422,4,yes
4424,3.7,yes
4426,4,yes
4427,3.7,yes
4428,3.2,yes
4429,4.5,yes
4432,4.1,yes
4433,4.2,yes
4434,4,yes
4436,3,yes
4437,3.9,yes
4438,3.8,yes
4439,3.6,yes
4440,3.8,yes
4441,4.2,yes
4442,2.7,no
4443,2.8,no
4444,4.2,yes
4445,4,yes
4446,3.4,yes
4447,3.2,yes
4448,3.6,yes
4449,2,no
4450,3.6,yes
4451,3.5,yes
4452,2.7,no
4453,3.5,yes
4454,5,yes
4458,4,yes
4459,4,yes
4462,1.5,no
4463,2,no
4464,3.6,yes
4465,3.7,yes
4466,2.5,no
4467,3.8,yes
4470,3,yes
4471,1.5,no
4473,3,yes
4474,2.9,no
4475,4,yes
4476,2.3,no
4477,1.9,no
4478,3.5,yes
4480,2.8,no
4482,3.2,yes
4483,1.5,no
4484,3.8,yes
4487,3,yes
4488,3.3,yes
4489,3.5,yes
4490,2,no
4492,3,yes
4495,5,yes
4496,3.5,yes
4497,3,yes
4498,3,yes
4499,4.1,yes
4500,4,yes
4502,1.6,no
4504,1.5,no
4505,3,yes
4506,3.2,yes
4508,3.5,yes
4509,2.9,no
4511,2,no
4516,3,yes
4517,1.8,no
4518,3.8,yes
4519,3.3,yes
4520,2.3,no
4521,3,yes
4522,1,no
4523,3.5,yes
4524,3,yes
4526,3.1,yes
4527,2.5,no
4529,3.9,yes
4531,2.7,no
4533,3.8,yes
4534,2.5,no
4535,3.4,yes
4537,4.3,yes
4541,3.5,yes
4544,2.9,no
4545,3.3,yes
4546,3.9,yes
4552,3.5,yes
4553,3.7,yes
4557,3,yes
4558,2.5,no
4562,4,yes
4563,1.8,no
4564,2.8,no
4565,2.5,no
4568,2.5,no
4571,3.7,yes
4572,3,yes
4573,2,no
4574,3.2,yes
4577,3.8,yes
4578,2.5,no
4580,0.5,no
4581,4,yes
4583,4,yes
4584,2,no
4585,3.4,yes
4587,2.2,no
4589,2,no
4591,3,yes
4593,2.2,no
4594,3,yes
4595,3.5,yes
4597,2,no
4599,2.5,no
4600,3.2,yes
4602,3,yes
4603,2.5,no
4605,3.6,yes
4608,2.2,no
4610,2,no
4611,4,yes
4612,4.5,yes
4613,2,no
4614,2.5,no
4615,4,yes
4616,3.5,yes
4617,3.5,yes
4619,2.2,no
4621,2.4,no
4622,2.5,no
4623,3.6,yes
4624,3,yes
4625,2,no
4626,3.5,yes
4628,3.1,yes
4629,1.8,no
4630,1,no
4632,3,yes
4634,4,yes
4635,1,no
4636,2.3,no
4638,2.8,no
4639,2.6,no
4640,3.8,yes
4641,3.5,yes
4642,4.2,yes
4643,2.7,no
4644,3.7,yes
4645,4.5,yes
4646,1.5,no
4649,3.6,yes
4653,3,yes
4654,2.8,no
4658,3.5,yes
4660,4,yes
4661,3,yes
4662,3.2,yes
4663,2.8,no
4666,3,yes
4670,2.5,no
4671,3.5,yes
4672,2.8,no
4673,1.7,no
4675,1,no
4676,1.9,no
4677,3,yes
4678,3.4,yes
4679,2.9,no
4681,3.6,yes
4683,3.2,yes
4686,1.6,no
4687,3.5,yes
4688,3.3,yes
4689,3.5,yes
4690,3.2,yes
4695,4,yes
4697,2.6,no
4699,2.8,no
4700,3,yes
4701,3.4,yes
4703,3.4,yes
4704,3,yes
4705,3,yes
4708,4.5,yes
4709,2.8,no
4710,3.5,yes
4711,4,yes
4713,3.6,yes
4714,2,no
4715,3,yes
4717,4,yes
4718,3.1,yes
4719,2.6,no
4720,3.6,yes
4721,2.1,no
4722,3,yes
4723,1.8,no
4725,3.6,yes
4727,3.1,yes
4728,3.1,yes
4732,1.9,no
4733,2.5,no
4734,3.2,yes
4735,2.6,no
4736,2.7,no
4738,4,yes
4740,3.5,yes
4741,3.7,yes
4743,3.2,yes
4744,2.5,no
4745,3.6,yes
4748,2.1,no
4749,1.2,no
4750,0.5,no
4754,3.9,yes
4756,1.5,no
4757,2.5,no
4759,4,yes
4765,4.3,yes
4766,4,yes
4769,3,yes
4770,2.8,no
4771,2.7,no
4772,3.5,yes
4773,3,yes
4774,2.2,no
4775,0.5,no
4776,3.8,yes
4777,2.5,no
4780,2,no
4782,2.5,no
4783,3.5,yes
4784,3,yes
4785,4,yes
4786,1,no
4787,3.4,yes
4788,5,yes
4789,4.3,yes
4792,3.1,yes
4794,3,yes
4795,3.7,yes
4796,3.2,yes
4798,3.5,yes
4799,3.2,yes
4800,2.5,no
4801,4,yes
4802,3,yes
4803,3.6,yes
4804,3.5,yes
4808,2.4,no
4809,4.2,yes
4810,2,no
4811,3,yes
4812,2.2,no
4813,5,yes
4814,2.5,no
4815,2.9,no
4816,3.5,yes
4818,2,no
4821,3.1,yes
4822,2.5,no
4823,3.1,yes
4825,3,yes
4826,4.2,yes
4827,3,yes
4828,3.5,yes
4830,4,yes
4831,3,yes
4833,3.3,yes
4835,3.5,yes
4836,3.8,yes
4840,4,yes
4844,2.7,no
4845,1.3,no
4846,3.5,yes
4847,3,yes
4848,3.8,yes
4849,3.3,yes
4850,3.4,yes
4852,1.7,no
4855,3.8,yes
4857,3.8,yes
4860,2,no
4862,1.7,no
4863,3.2,yes
4864,2.5,no
4865,3.6,yes
4866,2.8,no
4867,3.1,yes
4871,3.5,yes
4873,3.7,yes
4874,3.5,yes
4876,2.5,no
4877,3.5,yes
4878,4,yes
4879,3,yes
4880,3.9,yes
4881,3.7,yes
4883,4,yes
4885,2,no
4886,3.9,yes
4887,2.8,no
4888,3.9,yes
4889,3.4,yes
4890,3,yes
4893,2.5,no
4896,3.8,yes
4898,2.6,no
4899,2.2,no
4900,3,yes
4901,3.5,yes
4902,3.4,yes
4903,3,yes
4909,2,no
4911,3.5,yes
4912,3.8,yes
4914,3.9,yes
4915,2.8,no
4916,3.3,yes
4917,4,yes
4919,3.5,yes
4920,3.7,yes
4921,4,yes
4925,3,yes
4926,2,no
4927,3,yes
4928,3.1,yes
4929,2.4,no
4932,1,no
4936,3.3,yes
4939,3,yes
4941,3.2,yes
4942,4.5,yes
4945,4,yes
4946,4,yes
4947,3.5,yes
4951,3.4,yes
4952,2,no
4953,2.5,no
4954,3.6,yes
4956,4.5,yes
4957,3.5,yes
4958,3.2,yes
4959,3.2,yes
4961,2.5,no
4962,2,no
4963,3.8,yes
4964,3.5,yes
4965,3.5,yes
4966,3,yes
4967,4.2,yes
4969,3.6,yes
4970,4,yes
4971,3.1,yes
4973,4.2,yes
4974,2.6,no
4975,3.4,yes
4976,3.9,yes
4977,3.5,yes
4978,3.8,yes
4979,3.7,yes
4980,3.1,yes
4981,4,yes
4985,1.5,no
4987,2,no
4988,2,no
4989,2.9,no
4990,3.2,yes
4991,3.3,yes
4992,3.2,yes
4993,4.1,yes
4994,3.5,yes
4995,4,yes
4998,3.5,yes
5004,3.5,yes
5007,2.5,no
5008,4.4,yes
5009,3,yes
5010,3.8,yes
5011,3.8,yes
5012,4,yes
5013,3.7,yes
5014,3.8,yes
5015,3.3,yes
5016,3,yes
5021,2.8,no
5023,4,yes
5025,2.6,no
5026,3.8,yes
5027,3,yes
5028,2,no
5033,2.5,no
5034,3.7,yes
5039,4.1,yes
5040,3.1,yes
5041,1.5,no
5046,3,yes
5047,3.2,yes
5048,2.3,no
5049,3.6,yes
5051,3,yes
5053,1.5,no
5054,3.5,yes
5055,2.8,no
5059,5,yes
5060,3.9,yes
5062,3.5,yes
5063,3,yes
5064,3.8,yes
5065,3.1,yes
5066,3.5,yes
5068,4,yes
5069,3.2,yes
5071,4,yes
5072,4,yes
5073,3.8,yes
5074,3.2,yes
5075,3.7,yes
5076,2.5,no
5077,3,yes
5080,2.6,no
5081,2.8,no
5083,3.5,yes
5088,5,yes
5092,3,yes
5093,2.8,no
5094,1.8,no
5095,4.5,yes
5096,1.2,no
5099,2.5,no
5102,2.5,no
5103,3.4,yes
5105,0.5,no
5106,2.1,no
5107,3.1,yes
5108,2.9,no
5109,4,yes
5110,3.6,yes
5111,1.5,no
5112,3,yes
5113,2.8,no
5114,4,yes
5116,3.5,yes
5120,4.2,yes
5121,4,yes
5127,3.5,yes
5128,2.4,no
5131,3.2,yes
5134,3,yes
5135,3.8,yes
5136,2.5,no
5137,3.8,yes
5139,3.3,yes
5146,3.1,yes
5147,3.8,yes
5151,3,yes
5152,3.3,yes
5155,4.5,yes
5156,2.5,no
5159,3.1,yes
5165,4,yes
5168,3,yes
5170,2.5,no
5171,2.9,no
5177,3.5,yes
5178,4,yes
5181,4.5,yes
5187,4,yes
5189,1.5,no
5197,2,no
5198,3.5,yes
5202,3.2,yes
5205,2.8,no
5209,2,no
5212,3,yes
5213,1.5,no
5214,2.5,no
5218,3.7,yes
5219,3.1,yes
5220,2.4,no
5221,3,yes
5222,3.4,yes
5224,4.2,yes
5225,4,yes
5226,2.2,no
5231,3.5,yes
5237,4,yes
5238,3.5,yes
5239,4,yes
5240,4,yes
5241,5,yes
5244,5,yes
5246,2.1,no
5247,2.7,no
5248,1.4,no
5250,4,yes
5254,3.2,yes
5255,2.4,no
5256,2.8,no
5258,2,no
5264,2.2,no
5265,3.3,yes
5266,3,yes
5267,3.3,yes
5268,2.5,no
5269,4,yes
5272,3,yes
5275,1.5,no
5278,1,no
5279,4.2,yes
5282,3.2,yes
5283,2.9,no
5284,2.5,no
5285,4,yes
5288,4.5,yes
5291,3.9,yes
5292,3.9,yes
5293,3.3,yes
5294,3.9,yes
5296,2.9,no
5297,2.5,no
5298,3.5,yes
5299,3.3,yes
5300,4,yes
5303,3.4,yes
5304,4,yes
5307,3,yes
5308,2.8,no
5309,2.6,no
5311,3,yes
5312,2.9,no
5313,2.3,no
5316,3.1,yes
5319,3.5,yes
5321,2,no
5322,4,yes
5323,1.2,no
5324,2.8,no
5325,3.8,yes
5328,5,yes
5329,3.4,yes
5333,3.3,yes
5334,1.5,no
5337,2.8,no
5338,2,no
5339,3.9,yes
5341,3.8,yes
5345,3,yes
5346,1.8,no
5347,2.5,no
5348,4,yes
5349,3.5,yes
5353,3,yes
5356,0.5,no
5357,3.5,yes
5358,3,yes
5361,1.8,no
5363,2.5,no
5364,3.5,yes
5365,4,yes
5372,3.5,yes
5373,4,yes
5375,3,yes
5377,3.7,yes
5378,3.2,yes
5379,4.2,yes
5380,3.8,yes
5382,3,yes
5384,3,yes
5385,4.5,yes
5387,4,yes
5388,3.3,yes
5389,3.5,yes
5390,3,yes
5391,4,yes
5397,2.5,no
5398,4,yes
5400,3,yes
5401,1.8,no
5404,4.5,yes
5409,3.8,yes
5410,2.4,no
5414,2.9,no
5415,3.1,yes
5416,5,yes
5417,3.8,yes
5418,3.8,yes
5419,2.9,no
5420,2.9,no
5421,3.5,yes
5422,4,yes
5423,3,yes
5424,3,yes
5425,4.2,yes
5427,2.5,no
5428,1.1,no
5433,2.7,no
5434,3.8,yes
5435,3,yes
5437,3,yes
5438,2.8,no
5440,3,yes
5442,2,no
5443,1.5,no
5444,3.8,yes
5445,3.6,yes
5446,3.6,yes
5447,3.5,yes
5448,2,no
5449,2.9,no
5450,3.2,yes
5451,3,yes
5452,1.6,no
5454,2.2,no
5455,1.5,no
5456,2,no
5458,2.5,no
5459,3,yes
5460,3.7,yes
5461,2.5,no
5462,2.5,no
5463,2.7,no
5464,3.5,yes
5465,3,yes
5466,4,yes
5468,5,yes
5470,4.3,yes
5471,1.8,no
5472,3.5,yes
5475,3.8,yes
5476,2,no
5477,3.9,yes
5478,2.8,no
5479,3.5,yes
5480,2.6,no
5481,2.8,no
5483,3.8,yes
5485,3.3,yes
5486,2.5,no
5489,4,yes
5490,5,yes
5493,4,yes
5497,3.5,yes
5498,4.5,yes
5499,3.2,yes
5500,4.2,yes
5501,1.9,no
5502,3.2,yes
5503,4,yes
5504,2.2,no
5505,3.2,yes
5506,3.3,yes
5507,2.8,no
5508,3.6,yes
5512,3.2,yes
5513,5,yes
5515,3.5,yes
5521,3.2,yes
5522,3.5,yes
5523,2.3,no
5524,2.7,no
5525,3.5,yes
5527,3.5,yes
5528,3.5,yes
5529,3.2,yes
5530,2.1,no
5531,2.8,no
5532,4,yes
5537,5,yes
5538,1.5,no
5539,1.5,no
5540,3.6,yes
5541,3.1,yes
5543,2.2,no
5544,3.8,yes
5548,3,yes
5550,3.5,yes
5553,3,yes
5556,1.5,no
5560,1,no
5562,2.5,no
5563,2.8,no
5564,2,no
5568,2.9,no
5569,3.2,yes
5570,3.9,yes
5572,2.7,no
5573,2.3,no
5574,3.5,yes
5575,2,no
5577,3.7,yes
5580,3.5,yes
5581,2,no
5582,2.7,no
5584,3.5,yes
5585,2.1,no
5588,3.5,yes
5589,3,yes
5590,2.5,no
5591,1,no
5596,1.5,no
5597,1.8,no
5601,4,yes
5602,3.5,yes
5603,4.5,yes
5604,3.5,yes
5607,5,yes
5608,3.9,yes
5609,2.5,no
5610,2,no
5611,2.8,no
5612,2,no
5613,3.8,yes
5614,4.5,yes
5615,3.5,yes
5617,3.9,yes
5618,4.2,yes
5619,4,yes
5620,3.1,yes
5621,2.5,no
5625,3.5,yes
5628,3.5,yes
5629,2,no
5630,3.4,yes
5632,3.6,yes
5633,3.8,yes
5635,3,yes
5636,2.5,no
5637,4.5,yes
5638,2,no
5640,3,yes
5643,3.5,yes
5644,3.5,yes
5646,4,yes
5649,3,yes
5650,3.5,yes
5651,3,yes
5657,4.5,yes
5663,3.5,yes
5664,1.5,no
5665,2.5,no
5666,3.6,yes
5667,3.2,yes
5668,2.5,no
5669,3.8,yes
5670,3,yes
5672,0.5,no
5673,3.6,yes
5675,1,no
5678,2.7,no
5679,3.2,yes
5680,3.2,yes
5682,3.2,yes
5684,3,yes
5685,4.2,yes
5688,2.8,no
5689,2,no
5690,4.2,yes
5693,3.3,yes
5694,2.2,no
5696,2.3,no
5699,4,yes
5700,0.5,no
5704,2,no
5706,2,no
5707,3.2,yes
5710,2.8,no
5712,3.6,yes
5720,2.5,no
5721,0,no
5723,5,yes
5733,4,yes
5735,1.8,no
5736,1.5,no
5741,4,yes
5742,4,yes
5745,5,yes
5746,5,yes
5747,4.3,yes
5749,3,yes
5752,3,yes
5755,2,no
5764,4.5,yes
5767,3.5,yes
5768,3,yes
5771,0.5,no
5772,4.8,yes
5773,3,yes
5779,2,no
5780,3,yes
5782,3.9,yes
5784,2.5,no
5785,3.5,yes
5786,4.5,yes
5787,2.5,no
5788,3.7,yes
5791,3.8,yes
5792,3.7,yes
5796,2.5,no
5797,2,no
5799,3.5,yes
5801,2.5,no
5802,4,yes
5803,2.5,no
5804,2.3,no
5809,3.4,yes
5810,3.3,yes
5812,3.9,yes
5816,3.6,yes
5817,4.5,yes
5818,4.5,yes
5820,3.5,yes
5826,3.5,yes
5828,2.5,no
5829,4,yes
5833,4.7,yes
5836,2,no
5838,4,yes
5839,4,yes
5840,4,yes
5841,1.7,no
5843,2.5,no
5847,3.5,yes
5849,4.5,yes
5853,3.2,yes
5856,4,yes
5863,1,no
5867,4.5,yes
5872,2.9,no
5873,3.9,yes
5874,2.4,no
5875,2.5,no
5876,3.9,yes
5878,4,yes
5879,1.5,no
5880,1.8,no
5881,3.1,yes
5882,3.6,yes
5883,1.5,no
5884,1,no
5888,5,yes
5889,5,yes
5890,4.5,yes
5891,2.6,no
5893,3.2,yes
5896,4,yes
5899,4,yes
5900,2.6,no
5901,4.5,yes
5902,3.9,yes
5903,3.9,yes
5909,3.3,yes
5912,4.5,yes
5915,4.8,yes
5919,4.5,yes
5922,2.5,no
5925,2,no
5927,3,yes
5929,3,yes
5932,3.8,yes
5938,4.5,yes
5941,2.9,no
5942,2.8,no
5943,2.6,no
5944,3.1,yes
5945,3.2,yes
5947,3,yes
5949,4.2,yes
5951,3.2,yes
5952,4,yes
5953,4,yes
5954,3.8,yes
5955,3.6,yes
5956,3.5,yes
5957,3.3,yes
5959,3.3,yes
5961,1.5,no
5962,1,no
5963,3.5,yes
5965,4.2,yes
5968,4,yes
5969,2.5,no
5970,3.2,yes
5971,4,yes
5974,3,yes
5975,3.5,yes
5979,3,yes
5980,3.5,yes
5984,3.5,yes
5986,4,yes
5988,2.6,no
5989,3.9,yes
5990,3.5,yes
5991,3.7,yes
5992,3.7,yes
5993,2.9,no
5994,4,yes
5995,4.1,yes
5999,2.2,no
6001,4.1,yes
6002,3.3,yes
6003,3.6,yes
6005,3,yes
6006,2.8,no
6009,3,yes
6012,2.5,no
6013,1.8,no
6014,2.5,no
6016,4.1,yes
6020,3.5,yes
6021,5,yes
6022,2.5,no
6023,3.5,yes
6025,2.9,no
6027,4.2,yes
6030,2,no
6031,3.5,yes
6033,3,yes
6035,3.2,yes
6036,3,yes
6039,2.4,no
6040,2.1,no
6041,3.8,yes
6042,3,yes
6044,2,no
6049,4,yes
6051,4.2,yes
6055,2.2,no
6057,2,no
6058,3,yes
6059,3.4,yes
6060,3,yes
6062,3.1,yes
6063,3.3,yes
6064,4,yes
6067,4,yes
6070,4,yes
6078,2.8,no
6086,5,yes
6090,3.5,yes
6093,3.4,yes
6095,3.5,yes
6100,4,yes
6101,4,yes
6104,4.2,yes
6107,4,yes
6111,3.5,yes
6116,2.5,no
6119,4,yes
6122,4,yes
6123,4,yes
6124,2.8,no
6125,3.5,yes
6140,2.2,no
6141,3,yes
6143,3,yes
6145,2,no
6148,2.8,no
6153,1.5,no
6155,3.3,yes
6156,3.2,yes
6157,2.5,no
6158,3,yes
6159,4.2,yes
6162,3.2,yes
6163,4.5,yes
6166,1.8,no
6169,2.5,no
6170,3.5,yes
6178,4,yes
6181,4,yes
6182,3,yes
6183,3.8,yes
6184,4.2,yes
6185,3,yes
6186,3,yes
6187,3.8,yes
6188,3.5,yes
6192,5,yes
6193,3.8,yes
6195,4,yes
6196,3.5,yes
6197,3.3,yes
6201,5,yes
6202,3.5,yes
6203,1.5,no
6204,2.5,no
6210,3,yes
6212,1.9,no
6213,2.6,no
6214,3.9,yes
6215,3,yes
6216,3.8,yes
6217,3,yes
6218,3.3,yes
6219,3,yes
6220,2.5,no
6222,3,yes
6223,3.2,yes
6225,3,yes
6228,4,yes
6232,4,yes
6234,3.5,yes
6235,4.3,yes
6237,4,yes
6238,2.8,no
6239,2.8,no
6241,4,yes
6242,3.5,yes
6244,3.5,yes
6245,3.5,yes
6246,4,yes
6249,2.4,no
6250,2.6,no
6251,2,no
6252,2.4,no
6254,4.8,yes
6263,3.8,yes
6264,2.4,no
6265,2.2,no
6266,3.1,yes
6267,2,no
6268,3.8,yes
6269,4.2,yes
6270,4.3,yes
6271,2,no
6273,3.5,yes
6279,4,yes
6280,2.2,no
6281,3.1,yes
6283,3.9,yes
6285,4,yes
6286,3.9,yes
6287,3.1,yes
6288,3.9,yes
6289,3.5,yes
6290,2.7,no
6291,3.5,yes
6294,2.4,no
6295,2,no
6296,3.8,yes
6297,3.4,yes
6298,2.7,no
6299,3.5,yes
6300,4.5,yes
6301,4,yes
6302,1,no
6303,3.6,yes
6305,3.6,yes
6306,4.2,yes
6308,2.6,no
6310,2.5,no
6313,2.5,no
6314,2,no
6315,1.8,no
6316,2,no
6319,2.2,no
6320,1.5,no
6322,2.8,no
6323,3.7,yes
6324,2.5,no
6327,3.5,yes
6329,3,yes
6330,3,yes
6331,3.9,yes
6332,3,yes
6333,3.7,yes
6334,3.5,yes
6335,3.8,yes
6336,3,yes
6337,3.5,yes
6338,2.3,no
6339,3.9,yes
6341,3.2,yes
6342,2,no
6344,3.5,yes
6345,4.7,yes
6347,1,no
6348,1.7,no
6349,2,no
6350,4.1,yes
6357,3,yes
6358,3.5,yes
6365,3.4,yes
6367,2.9,no
6368,4,yes
6370,4,yes
6371,0.5,no
6373,3.3,yes
6374,2.2,no
6375,4,yes
6376,3.5,yes
6377,4,yes
6378,3.6,yes
6379,3,yes
6380,3.9,yes
6382,3,yes
6383,2.6,no
6385,3.8,yes
6386,4,yes
6387,3.7,yes
6390,3.5,yes
6395,3.5,yes
6400,3.5,yes
6402,5,yes
6405,3.2,yes
6407,2,no
6408,5,yes
6410,3.8,yes
6412,3.8,yes
6415,4,yes
6417,4,yes
6422,4,yes
6424,1,no
6425,1.5,no
6427,4,yes
6428,3,yes
6429,4,yes
6433,3.3,yes
6434,3,yes
6436,3.3,yes
6440,4,yes
6442,5,yes
6448,4,yes
6449,3,yes
6452,4,yes
6453,3.5,yes
6454,3.5,yes
6460,4.9,yes
6461,3.8,yes
6464,2,no
6465,3,yes
6466,3.5,yes
6476,3,yes
6477,3,yes
6480,3,yes
6482,2,no
6483,0.8,no
6484,2.9,no
6493,2,no
6502,4,yes
6503,2.4,no
6506,3.5,yes
6509,4,yes
6510,3,yes
6514,0.5,no
6515,4.5,yes
6516,3.5,yes
6517,2.2,no
6523,2.5,no
6527,3,yes
6528,2,no
6530,4.2,yes
6533,4.5,yes
6534,2.6,no
6535,2.4,no
6536,3.7,yes
6537,3,yes
6538,3.6,yes
6539,3.8,yes
6541,2.6,no
6542,3.5,yes
6545,4.5,yes
6547,2.2,no
6548,2.9,no
6549,3.5,yes
6550,3,yes
6551,4,yes
6552,3.6,yes
6553,4,yes
6554,1.2,no
6557,0.5,no
6558,2.3,no
6559,2.5,no
6560,2,no
6561,3,yes
6563,2.5,no
6564,2.6,no
6565,3.7,yes
6566,2,no
6567,3.5,yes
6568,3.2,yes
6571,4,yes
6572,3.5,yes
6573,4,yes
6574,1,no
6577,3.5,yes
6578,3.5,yes
6579,4,yes
6581,2.5,no
6582,2.3,no
6583,4,yes
6584,3.2,yes
6586,3.1,yes
6587,1.5,no
6588,4,yes
6591,4.3,yes
6592,4,yes
6593,3.2,yes
6595,3.3,yes
6596,3.5,yes
6597,3,yes
6598,3.5,yes
6603,2.5,no
6604,4,yes
6609,3.5,yes
6611,5,yes
6612,4.2,yes
6614,2.7,no
6615,2.3,no
6616,2.8,no
6617,3.9,yes
6618,3.8,yes
6619,2.9,no
6620,3.8,yes
6624,1.9,no
6625,2.5,no
6628,2,no
6629,3.5,yes
6631,1.5,no
6636,3.8,yes
6638,2.2,no
6639,3.4,yes
6643,2.6,no
6644,4,yes
6645,3.8,yes
6650,3.3,yes
6654,3.5,yes
6656,4,yes
6658,3.4,yes
6659,3.4,yes
6660,3.5,yes
6662,3.5,yes
6663,3.4,yes
6664,3.5,yes
6665,4.5,yes
6666,4.3,yes
6667,3.5,yes
6668,0,no
6669,3.4,yes
6670,2.2,no
6671,4,yes
6678,3.5,yes
6679,4,yes
6684,4,yes
6686,2.7,no
6687,2,no
6688,3.5,yes
6689,4,yes
6691,2.5,no
6692,2,no
6695,1.9,no
6696,2.5,no
6699,3,yes
6702,2.3,no
6705,2.5,no
6706,3.5,yes
6707,2.9,no
6708,3.7,yes
6709,3.2,yes
6710,3.6,yes
6711,4,yes
6713,3.8,yes
6715,3.5,yes
6718,2.5,no
6720,2.5,no
6721,3.4,yes
6722,2.5,no
6723,3,yes
6724,3.6,yes
6731,3.6,yes
6732,3.8,yes
6734,2,no
6744,2.2,no
6746,2,no
6748,3,yes
6750,2.8,no
6751,2.5,no
6752,3.5,yes
6753,3.5,yes
6754,3.5,yes
6755,3.3,yes
6760,3,yes
6763,2.4,no
6764,3.1,yes
6765,3.3,yes
6768,4,yes
6769,3,yes
6770,3.5,yes
6772,3,yes
6773,3.7,yes
6774,3.7,yes
6775,4,yes
6776,4.2,yes
6777,3.6,yes
6780,3.2,yes
6782,4,yes
6783,3.5,yes
6785,3.8,yes
6786,3.9,yes
6787,4,yes
6788,2,no
6789,4,yes
6790,3.5,yes
6791,4.4,yes
6793,1.8,no
6794,1.5,no
6796,3.7,yes
6797,3,yes
6798,2.8,no
6800,2.3,no
6803,3.5,yes
6804,2,no
6807,4,yes
6808,4,yes
6809,3,yes
6810,2.5,no
6811,2.5,no
6812,2.2,no
6814,3,yes
6816,4,yes
6817,3,yes
6818,5,yes
6820,4,yes
6821,3,yes
6827,0.8,no
6832,3.6,yes
6835,5,yes
6836,3.5,yes
6837,3,yes
6849,0,no
6850,2.3,no
6851,2.8,no
6852,3.6,yes
6853,1,no
6856,4,yes
6857,3.8,yes
6858,3.8,yes
6860,2,no
6862,3.5,yes
6863,3.4,yes
6867,3.6,yes
6868,3.4,yes
6869,3.8,yes
6870,3.7,yes
6872,1.1,no
6873,3.2,yes
6874,4,yes
6879,3.4,yes
6880,1.9,no
6881,3.1,yes
6882,2.5,no
6883,3,yes
6884,3,yes
6885,2.8,no
6886,3.5,yes
6887,4.1,yes
6888,2.3,no
6889,3,yes
6890,3.6,yes
6893,3.8,yes
6898,3.3,yes
6899,3.5,yes
6902,4,yes
6909,3.2,yes
6911,3.5,yes
6912,3.5,yes
6918,3.8,yes
6920,3.5,yes
6927,4,yes
6932,3.5,yes
6934,3.2,yes
6935,4,yes
6936,3.7,yes
6938,4,yes
6939,4,yes
6942,3.8,yes
6944,3.5,yes
6945,4.2,yes
6946,2.8,no
6947,3.6,yes
6948,4,yes
6949,3.5,yes
6950,3.7,yes
6951,2.1,no
6952,3.1,yes
6953,3.3,yes
6954,4,yes
6957,3.4,yes
6958,2.5,no
6959,2,no
6961,4,yes
6962,3.5,yes
6963,4.2,yes
6965,3.5,yes
